category,years_on_force,number_since_same_type,number_since_total,number_same_type_after
Verbal Abuse,2,0,1,0
Use Of Force,2,0,4,0
Use Of Force,1,0,2,0
Verbal Abuse,1,0,1,0
Operation/Personnel Violations,2,0,0,1
Operation/Personnel Violations,1,0,3,0
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,1,0,1,1
Operation/Personnel Violations,2,0,2,1
Criminal Misconduct,2,0,4,0
Use Of Force,1,1,4,9
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,1,0,1,0
Use Of Force,1,0,3,0
Use Of Force,1,0,0,0
Illegal Search,1,0,1,2
Use Of Force,2,0,3,0
Use Of Force,2,0,5,0
Operation/Personnel Violations,1,1,2,0
False Arrest,1,0,3,2
Illegal Search,2,0,6,0
Traffic,1,0,0,2
Operation/Personnel Violations,2,2,4,2
Operation/Personnel Violations,1,0,1,2
Illegal Search,1,0,2,0
Illegal Search,1,1,3,3
Lockup Procedures,1,0,0,0
Lockup Procedures,1,0,0,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,2,0,2,2
Use Of Force,2,0,0,0
Use Of Force,2,1,6,3
Lockup Procedures,1,0,0,0
Lockup Procedures,2,0,5,1
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,2,0,2,0
Illegal Search,1,0,3,0
Illegal Search,1,0,1,15
Operation/Personnel Violations,1,0,1,1
Operation/Personnel Violations,2,0,8,1
Use Of Force,1,0,0,0
Use Of Force,2,0,0,0
Operation/Personnel Violations,0,0,0,3
Operation/Personnel Violations,2,0,3,1
Operation/Personnel Violations,2,0,3,2
Illegal Search,2,0,0,1
Use Of Force,2,0,4,0
Illegal Search,0,0,0,0
Operation/Personnel Violations,0,0,1,1
Use Of Force,1,0,0,0
Use Of Force,1,0,0,0
Use Of Force,1,0,2,3
Use Of Force,2,0,3,1
Use Of Force,2,1,4,2
Illegal Search,2,1,3,1
Illegal Search,3,0,7,0
Domestic,2,0,1,0
Illegal Search,2,0,1,0
Illegal Search,1,0,0,0
Supervisory Responsibilities,1,0,1,0
Use Of Force,2,0,9,0
Operation/Personnel Violations,1,0,1,0
Verbal Abuse,2,0,4,0
Illegal Search,2,0,1,0
Operation/Personnel Violations,2,3,5,1
Operation/Personnel Violations,0,0,0,0
Use Of Force,2,0,1,0
Operation/Personnel Violations,2,0,8,1
Operation/Personnel Violations,0,0,0,1
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,2,0,3,0
Use Of Force,2,0,2,1
Operation/Personnel Violations,2,2,5,2
Operation/Personnel Violations,2,0,1,0
Use Of Force,0,0,0,2
Use Of Force,2,0,0,2
Illegal Search,3,1,4,3
Operation/Personnel Violations,2,0,2,0
Use Of Force,0,0,2,1
Traffic,2,0,2,0
Operation/Personnel Violations,2,0,3,1
Operation/Personnel Violations,2,0,1,7
Illegal Search,2,1,4,5
Illegal Search,2,1,3,3
Illegal Search,1,0,0,0
Illegal Search,3,2,9,6
Operation/Personnel Violations,0,0,1,1
Operation/Personnel Violations,0,0,0,1
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,1,3,0
Operation/Personnel Violations,1,0,0,5
Operation/Personnel Violations,1,1,3,1
Illegal Search,2,0,5,1
Operation/Personnel Violations,0,0,1,1
False Arrest,2,0,7,2
Lockup Procedures,3,0,1,0
Use Of Force,1,0,4,2
Use Of Force,2,0,2,0
Verbal Abuse,1,0,1,1
Operation/Personnel Violations,3,0,1,4
Use Of Force,1,0,0,1
Lockup Procedures,1,0,0,1
Use Of Force,2,0,8,5
Operation/Personnel Violations,2,0,10,3
Operation/Personnel Violations,1,0,1,0
Verbal Abuse,3,0,0,0
Use Of Force,2,0,11,1
Use Of Force,3,0,2,7
Operation/Personnel Violations,3,0,5,0
Operation/Personnel Violations,1,1,1,0
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,1,0,1,0
Use Of Force,2,0,4,2
Operation/Personnel Violations,2,0,1,0
Use Of Force,1,0,4,2
Illegal Search,2,0,3,0
Illegal Search,3,0,3,1
Lockup Procedures,2,0,2,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,1,0,2,1
Use Of Force,0,0,0,0
Use Of Force,2,1,5,1
Use Of Force,2,0,0,1
Use Of Force,2,0,0,0
Use Of Force,2,5,9,4
Verbal Abuse,2,0,0,0
Verbal Abuse,2,0,1,1
Illegal Search,2,0,1,2
Use Of Force,2,0,1,1
Verbal Abuse,2,0,5,0
Operation/Personnel Violations,3,0,0,1
Operation/Personnel Violations,2,0,0,0
False Arrest,2,1,9,3
Illegal Search,1,0,0,2
Verbal Abuse,2,0,3,1
Use Of Force,2,0,2,3
Use Of Force,2,0,3,0
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,2,0,3,7
Lockup Procedures,2,0,4,0
Lockup Procedures,2,0,0,0
Lockup Procedures,2,0,0,0
Verbal Abuse,2,0,6,1
Verbal Abuse,1,0,1,0
Operation/Personnel Violations,1,0,3,0
Use Of Force,1,0,1,0
Illegal Search,2,0,1,1
Verbal Abuse,2,0,2,0
Operation/Personnel Violations,2,0,5,0
Operation/Personnel Violations,1,0,3,1
Operation/Personnel Violations,2,2,5,5
Operation/Personnel Violations,0,0,0,2
Verbal Abuse,2,0,0,0
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,1,0,0,4
Use Of Force,1,0,2,0
Illegal Search,2,0,5,0
Illegal Search,2,0,0,0
False Arrest,2,0,1,3
Operation/Personnel Violations,0,0,1,0
Use Of Force,2,1,1,0
Lockup Procedures,2,0,8,0
Traffic,1,0,0,1
Operation/Personnel Violations,1,0,2,2
Illegal Search,3,0,3,0
Illegal Search,2,0,10,0
Operation/Personnel Violations,2,0,2,1
Verbal Abuse,2,0,10,0
Conduct Unbecoming (Off-Duty),3,0,1,0
False Arrest,3,1,10,3
Traffic,1,0,0,0
Domestic,1,0,1,1
Illegal Search,2,0,1,0
Use Of Force,2,0,4,1
Operation/Personnel Violations,2,0,4,0
Illegal Search,3,0,4,1
Verbal Abuse,2,1,4,0
Operation/Personnel Violations,1,0,0,1
Illegal Search,1,0,2,3
Illegal Search,2,0,9,0
False Arrest,2,0,3,0
Operation/Personnel Violations,2,0,4,0
Operation/Personnel Violations,2,0,1,1
Use Of Force,3,0,3,2
Use Of Force,2,0,0,2
Verbal Abuse,1,0,1,0
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,1,0,1,0
Illegal Search,1,0,0,0
Traffic,1,0,6,0
Verbal Abuse,2,0,11,0
Use Of Force,3,0,5,0
Operation/Personnel Violations,2,0,3,1
Operation/Personnel Violations,2,0,0,0
Use Of Force,1,0,0,0
Use Of Force,2,0,7,3
Verbal Abuse,2,1,6,0
Verbal Abuse,2,0,1,0
Use Of Force,1,0,2,2
Operation/Personnel Violations,1,0,1,6
Operation/Personnel Violations,2,0,1,1
Operation/Personnel Violations,2,0,2,0
Traffic,2,0,3,0
Use Of Force,2,0,5,0
Illegal Search,2,0,6,5
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,2,1,7,0
Operation/Personnel Violations,2,1,7,0
Use Of Force,2,0,3,1
Use Of Force,3,2,9,2
Operation/Personnel Violations,1,0,1,3
Use Of Force,0,0,0,2
Illegal Search,2,1,2,2
Use Of Force,2,0,1,1
Operation/Personnel Violations,3,1,9,0
Verbal Abuse,1,0,1,1
Use Of Force,3,0,1,0
Use Of Force,2,1,2,1
Use Of Force,2,0,2,0
Use Of Force,2,0,2,0
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,1,1,2,1
Verbal Abuse,2,0,1,0
Operation/Personnel Violations,1,0,7,1
Operation/Personnel Violations,2,2,2,2
Operation/Personnel Violations,2,1,2,2
Operation/Personnel Violations,1,1,1,4
Operation/Personnel Violations,2,0,6,2
Operation/Personnel Violations,2,0,3,0
Operation/Personnel Violations,2,2,2,3
Use Of Force,2,0,0,0
Use Of Force,1,0,3,0
Use Of Force,1,0,3,0
Illegal Search,1,0,0,0
Use Of Force,3,0,1,0
Operation/Personnel Violations,2,0,0,0
Lockup Procedures,2,0,6,1
Operation/Personnel Violations,1,0,1,2
Operation/Personnel Violations,2,1,6,4
Operation/Personnel Violations,2,0,0,3
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,1,2,5
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,2,0,1,2
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,2,1,6,3
Operation/Personnel Violations,2,0,5,5
Operation/Personnel Violations,2,1,5,0
Domestic,1,0,0,1
Traffic,2,0,2,0
Operation/Personnel Violations,3,0,6,0
Use Of Force,2,1,3,2
Use Of Force,2,0,2,4
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,2,0,5,1
Use Of Force,2,0,13,0
Operation/Personnel Violations,2,1,2,6
Illegal Search,2,1,14,9
Operation/Personnel Violations,0,0,0,0
Verbal Abuse,1,0,1,3
Illegal Search,0,0,0,1
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,1,0,3,0
Use Of Force,2,2,7,1
Use Of Force,2,0,6,0
False Arrest,2,0,7,0
Operation/Personnel Violations,1,0,0,7
Operation/Personnel Violations,1,0,2,0
Verbal Abuse,2,0,0,0
Use Of Force,2,0,1,0
False Arrest,2,0,12,1
Operation/Personnel Violations,2,0,3,3
Illegal Search,2,0,1,0
Illegal Search,1,0,0,3
Illegal Search,2,0,0,2
Operation/Personnel Violations,2,2,5,3
Use Of Force,2,0,6,0
Use Of Force,1,0,2,4
Use Of Force,2,0,1,0
Illegal Search,2,1,2,2
Illegal Search,2,0,6,9
False Arrest,3,0,5,1
Operation/Personnel Violations,1,0,0,2
Use Of Force,2,1,5,4
Use Of Force,2,1,4,0
Conduct Unbecoming (Off-Duty),2,0,1,0
Conduct Unbecoming (Off-Duty),2,0,3,0
Traffic,2,0,4,0
Use Of Force,1,0,2,8
Use Of Force,1,0,3,1
Operation/Personnel Violations,2,2,3,2
Use Of Force,2,0,1,0
Operation/Personnel Violations,2,1,1,0
Operation/Personnel Violations,2,0,4,1
Operation/Personnel Violations,2,0,3,1
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,2,0,1,1
Use Of Force,2,1,12,0
Operation/Personnel Violations,1,0,1,0
Traffic,1,0,0,0
Operation/Personnel Violations,2,1,3,3
Use Of Force,2,0,3,0
Use Of Force,2,0,6,4
Use Of Force,2,1,8,3
Illegal Search,3,0,6,1
Illegal Search,2,0,2,1
Traffic,2,0,12,1
Illegal Search,2,0,4,2
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,1,0,3,2
Verbal Abuse,2,0,0,1
Operation/Personnel Violations,1,0,5,3
Operation/Personnel Violations,3,1,2,3
Verbal Abuse,1,0,0,0
Verbal Abuse,3,0,4,0
Domestic,2,1,7,1
Operation/Personnel Violations,2,3,3,2
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,1,0,0,0
False Arrest,3,0,8,1
Operation/Personnel Violations,0,0,0,0
Use Of Force,1,0,2,3
Operation/Personnel Violations,2,0,0,3
Use Of Force,1,0,0,0
Lockup Procedures,2,0,13,1
Lockup Procedures,2,0,6,0
Lockup Procedures,2,0,1,0
Lockup Procedures,1,0,0,0
False Arrest,2,2,11,2
Operation/Personnel Violations,2,0,13,0
Use Of Force,2,1,6,3
Use Of Force,1,0,1,1
Use Of Force,1,0,0,0
Operation/Personnel Violations,2,0,5,1
False Arrest,1,0,5,1
False Arrest,2,0,5,11
Operation/Personnel Violations,0,0,1,0
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,0,2,0
Verbal Abuse,2,2,8,0
Operation/Personnel Violations,2,1,2,6
Conduct Unbecoming (Off-Duty),2,0,4,0
Conduct Unbecoming (Off-Duty),2,0,2,0
Operation/Personnel Violations,1,0,2,0
Verbal Abuse,1,1,2,2
Domestic,2,0,2,2
Illegal Search,3,0,1,1
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,1,1,1,3
Operation/Personnel Violations,2,0,4,0
Operation/Personnel Violations,1,1,1,1
Illegal Search,2,0,1,2
Illegal Search,2,0,0,1
Operation/Personnel Violations,2,1,15,2
Supervisory Responsibilities,1,0,0,0
False Arrest,3,0,4,0
Operation/Personnel Violations,2,0,4,0
Illegal Search,3,0,3,0
Illegal Search,2,0,1,0
Illegal Search,2,1,14,3
Illegal Search,2,0,7,3
Use Of Force,1,0,0,0
Operation/Personnel Violations,2,0,1,1
Operation/Personnel Violations,2,1,3,6
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,2,1,3,2
Operation/Personnel Violations,2,0,7,1
Use Of Force,2,1,5,0
Operation/Personnel Violations,2,0,4,0
Use Of Force,2,2,16,10
Use Of Force,2,6,11,3
Use Of Force,2,1,9,0
Use Of Force,2,1,4,1
Verbal Abuse,2,1,3,0
Verbal Abuse,2,0,1,0
Operation/Personnel Violations,2,0,0,0
Traffic,2,0,1,0
Traffic,1,0,0,0
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,0,0,1,0
Operation/Personnel Violations,0,0,0,1
Verbal Abuse,2,0,4,0
Illegal Search,2,0,5,0
Operation/Personnel Violations,2,0,3,0
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,1,0,1,2
Operation/Personnel Violations,2,0,2,0
Illegal Search,2,0,4,3
Use Of Force,2,0,2,0
Verbal Abuse,2,0,5,1
Illegal Search,0,0,0,2
Illegal Search,1,0,1,3
False Arrest,1,0,1,2
Domestic,2,0,3,0
Use Of Force,0,0,0,5
Use Of Force,1,0,2,2
Use Of Force,2,1,4,4
Use Of Force,2,3,6,1
Use Of Force,2,0,2,0
Verbal Abuse,1,0,0,0
Lockup Procedures,1,0,0,0
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,2,0,3,3
Traffic,2,0,5,0
Operation/Personnel Violations,3,0,7,0
Verbal Abuse,2,0,1,0
Illegal Search,3,0,1,1
Operation/Personnel Violations,1,0,0,0
Domestic,2,0,0,0
Illegal Search,2,1,2,1
Illegal Search,2,1,1,0
Operation/Personnel Violations,2,0,0,3
Traffic,1,0,1,0
Traffic,1,0,4,1
Domestic,2,1,2,0
Traffic,3,0,1,0
Operation/Personnel Violations,2,0,5,3
Operation/Personnel Violations,0,0,0,1
Conduct Unbecoming (Off-Duty),0,0,0,0
Conduct Unbecoming (Off-Duty),1,0,2,0
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,1,0,0,8
Use Of Force,2,0,7,0
Use Of Force,2,0,2,0
Lockup Procedures,2,0,1,5
Use Of Force,1,2,8,8
Use Of Force,1,3,9,7
Use Of Force,1,0,2,2
Use Of Force,2,0,4,0
Operation/Personnel Violations,2,1,4,4
Operation/Personnel Violations,3,1,9,1
Use Of Force,2,0,2,3
Illegal Search,2,0,1,0
Operation/Personnel Violations,1,0,3,0
Operation/Personnel Violations,2,1,10,1
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,2,0,5,3
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,1,1,2,5
Verbal Abuse,2,0,2,0
Operation/Personnel Violations,1,0,2,1
Operation/Personnel Violations,0,0,0,0
Illegal Search,1,0,1,2
Illegal Search,1,0,1,1
Use Of Force,2,0,1,0
Use Of Force,1,0,1,1
Use Of Force,1,0,2,4
Operation/Personnel Violations,3,2,10,1
Operation/Personnel Violations,1,0,1,2
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,3,0,10,0
Operation/Personnel Violations,2,0,0,1
Illegal Search,3,1,3,0
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,2,1,2,0
Operation/Personnel Violations,3,0,10,1
Operation/Personnel Violations,2,0,4,0
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,0,2,1
Operation/Personnel Violations,2,0,3,5
Operation/Personnel Violations,2,3,6,2
Operation/Personnel Violations,3,0,0,3
Operation/Personnel Violations,2,0,1,2
Operation/Personnel Violations,0,0,0,0
Lockup Procedures,2,0,0,0
Use Of Force,2,0,5,0
Operation/Personnel Violations,2,0,0,1
Operation/Personnel Violations,2,0,2,0
Verbal Abuse,1,0,3,0
Verbal Abuse,0,0,0,0
Verbal Abuse,2,0,4,0
Operation/Personnel Violations,1,1,1,3
Operation/Personnel Violations,2,1,3,11
Use Of Force,2,1,14,1
Use Of Force,2,0,4,3
Use Of Force,2,0,0,1
Use Of Force,3,1,3,1
Operation/Personnel Violations,2,0,4,0
Operation/Personnel Violations,3,0,0,0
Illegal Search,1,0,0,6
Illegal Search,2,0,6,13
Illegal Search,2,1,6,0
Operation/Personnel Violations,0,0,0,4
Operation/Personnel Violations,2,0,4,0
Operation/Personnel Violations,1,0,4,1
Operation/Personnel Violations,1,0,3,0
Operation/Personnel Violations,2,0,5,0
Verbal Abuse,2,0,2,1
Operation/Personnel Violations,2,0,0,2
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,1,1,4,0
Operation/Personnel Violations,1,0,1,1
Operation/Personnel Violations,1,2,4,0
Operation/Personnel Violations,2,1,2,0
Operation/Personnel Violations,3,0,4,2
Operation/Personnel Violations,0,0,0,0
Illegal Search,2,0,7,5
Operation/Personnel Violations,2,2,4,0
Illegal Search,1,0,0,1
Illegal Search,3,0,1,1
Use Of Force,1,0,11,0
Illegal Search,3,3,9,2
Operation/Personnel Violations,2,0,0,4
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,2,1,6,0
Operation/Personnel Violations,1,0,0,0
Illegal Search,2,0,5,3
Operation/Personnel Violations,2,4,6,0
Operation/Personnel Violations,2,1,4,1
Illegal Search,0,0,2,0
Illegal Search,1,0,2,0
Operation/Personnel Violations,1,1,2,1
Conduct Unbecoming (Off-Duty),0,0,0,0
False Arrest,3,0,6,1
Illegal Search,1,1,1,0
Illegal Search,3,0,1,0
Illegal Search,3,2,4,1
Illegal Search,1,0,1,1
Verbal Abuse,2,0,2,0
Use Of Force,0,0,0,0
Traffic,3,1,5,0
Operation/Personnel Violations,1,0,0,6
Use Of Force,3,0,0,0
Use Of Force,3,0,4,0
Illegal Search,3,0,2,14
Use Of Force,1,0,1,0
Use Of Force,2,0,1,0
Operation/Personnel Violations,3,0,4,1
Use Of Force,1,0,1,0
Use Of Force,2,0,5,1
Operation/Personnel Violations,2,0,6,0
Use Of Force,0,0,0,1
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,3,0,0,1
Illegal Search,3,0,3,1
Verbal Abuse,1,2,3,1
Operation/Personnel Violations,2,1,5,1
Verbal Abuse,2,0,1,0
Operation/Personnel Violations,2,1,7,0
Operation/Personnel Violations,1,0,1,0
Verbal Abuse,1,0,0,0
Use Of Force,1,0,0,0
Operation/Personnel Violations,1,0,5,1
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,1,2,2,5
Verbal Abuse,1,0,1,0
Verbal Abuse,2,0,3,0
Use Of Force,2,0,3,0
Use Of Force,2,1,8,1
Operation/Personnel Violations,2,0,3,2
Use Of Force,2,0,4,4
Domestic,2,0,5,0
Domestic,2,0,2,0
Domestic,2,0,1,0
Use Of Force,1,0,1,1
Use Of Force,3,4,7,0
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,0,1,2
Domestic,3,0,11,0
Operation/Personnel Violations,2,1,1,0
False Arrest,2,0,4,3
Operation/Personnel Violations,2,0,2,0
Use Of Force,1,0,4,1
Operation/Personnel Violations,2,0,0,1
Operation/Personnel Violations,3,0,2,0
Operation/Personnel Violations,3,1,5,0
Verbal Abuse,3,2,10,0
False Arrest,3,0,7,1
Illegal Search,2,0,6,0
Illegal Search,2,0,1,1
Operation/Personnel Violations,1,0,0,1
Illegal Search,1,0,1,4
Domestic,1,0,0,0
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,2,1,4,0
Use Of Force,2,0,5,4
Use Of Force,2,0,3,3
Operation/Personnel Violations,0,0,0,2
Domestic,2,0,1,0
Domestic,3,0,3,0
Operation/Personnel Violations,1,0,0,4
Operation/Personnel Violations,2,0,0,1
Operation/Personnel Violations,0,0,1,1
Domestic,3,0,5,0
Operation/Personnel Violations,2,0,3,0
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,3,0,6,0
Illegal Search,2,0,5,0
Use Of Force,2,0,1,3
Use Of Force,2,0,1,0
Conduct Unbecoming (Off-Duty),2,0,9,0
Verbal Abuse,2,0,2,0
Domestic,2,0,7,0
Domestic,2,0,2,0
Traffic,2,0,0,0
Traffic,2,0,0,0
Use Of Force,1,0,1,0
Use Of Force,3,0,1,3
Use Of Force,1,0,1,0
Verbal Abuse,0,0,0,0
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,1,0,3,1
Operation/Personnel Violations,0,0,0,3
Operation/Personnel Violations,1,1,4,2
Operation/Personnel Violations,2,2,4,0
Illegal Search,2,0,2,1
Verbal Abuse,1,0,2,0
Verbal Abuse,1,0,2,0
Domestic,1,0,1,2
Use Of Force,2,1,3,3
Verbal Abuse,3,0,9,0
Illegal Search,0,0,0,0
Illegal Search,1,1,4,2
Illegal Search,1,0,0,1
Illegal Search,2,0,2,1
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,0,0,0,1
Domestic,2,0,0,0
Domestic,3,0,7,0
Operation/Personnel Violations,0,0,0,2
Operation/Personnel Violations,1,0,1,2
Illegal Search,3,0,0,1
Illegal Search,2,2,15,2
Illegal Search,3,4,10,1
Use Of Force,2,2,9,2
Illegal Search,2,0,5,0
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,2,0,4,0
Use Of Force,1,0,0,0
Illegal Search,1,0,0,0
Illegal Search,2,0,2,1
Verbal Abuse,2,1,6,0
Operation/Personnel Violations,3,0,1,0
Operation/Personnel Violations,2,0,7,0
Operation/Personnel Violations,0,0,0,2
Operation/Personnel Violations,2,1,2,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,1,0,1,1
Use Of Force,2,1,8,7
Verbal Abuse,2,0,1,1
Verbal Abuse,2,1,7,0
Use Of Force,2,1,3,1
Illegal Search,3,1,4,0
Operation/Personnel Violations,3,0,2,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,2,0,5,0
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,1,0,1,0
Illegal Search,1,0,0,0
Operation/Personnel Violations,3,0,10,3
Operation/Personnel Violations,2,0,4,0
Verbal Abuse,2,0,3,0
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,0,0,0,1
Illegal Search,2,0,2,2
Operation/Personnel Violations,3,1,7,2
Operation/Personnel Violations,0,1,1,0
Verbal Abuse,0,0,0,0
Illegal Search,2,1,3,2
Operation/Personnel Violations,0,0,0,0
Verbal Abuse,1,0,1,0
Verbal Abuse,2,0,4,0
Illegal Search,0,0,0,2
Verbal Abuse,2,0,3,1
Use Of Force,2,0,0,2
Domestic,3,0,1,0
False Arrest,1,0,10,3
Operation/Personnel Violations,0,0,0,0
Use Of Force,1,0,2,1
Conduct Unbecoming (Off-Duty),2,0,2,0
Illegal Search,2,0,4,0
Illegal Search,1,0,1,0
Verbal Abuse,1,0,0,0
Operation/Personnel Violations,2,1,3,1
Operation/Personnel Violations,2,1,2,0
Verbal Abuse,2,0,1,1
Traffic,2,0,1,0
Operation/Personnel Violations,0,0,0,0
Use Of Force,2,0,3,0
Use Of Force,2,1,4,1
Use Of Force,1,0,1,0
Lockup Procedures,1,0,0,6
Use Of Force,2,0,2,1
Illegal Search,1,0,0,1
Traffic,1,0,1,0
Illegal Search,1,0,0,0
Operation/Personnel Violations,3,0,6,1
Operation/Personnel Violations,2,1,3,0
Operation/Personnel Violations,0,1,1,2
Use Of Force,1,0,0,1
Operation/Personnel Violations,1,2,2,2
Operation/Personnel Violations,1,0,0,5
Operation/Personnel Violations,0,0,0,2
Operation/Personnel Violations,3,2,4,5
Use Of Force,3,0,7,0
Domestic,2,0,5,1
Operation/Personnel Violations,1,0,3,3
Operation/Personnel Violations,3,1,5,0
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,2,0,4,0
False Arrest,2,0,3,0
Operation/Personnel Violations,1,0,0,0
Use Of Force,1,0,4,0
Operation/Personnel Violations,1,0,0,5
Operation/Personnel Violations,0,0,0,0
Traffic,3,0,7,1
Operation/Personnel Violations,2,0,1,0
Verbal Abuse,1,0,0,0
Traffic,1,0,0,0
Traffic,1,2,3,0
Verbal Abuse,2,0,6,1
Domestic,2,0,1,0
Operation/Personnel Violations,2,0,1,3
Verbal Abuse,1,0,3,0
Use Of Force,1,0,0,0
False Arrest,1,0,0,0
Use Of Force,3,1,4,3
Supervisory Responsibilities,2,0,0,0
Operation/Personnel Violations,2,0,1,4
Operation/Personnel Violations,3,0,4,5
Use Of Force,2,2,4,2
Use Of Force,1,0,1,1
Operation/Personnel Violations,2,0,2,0
Verbal Abuse,2,0,1,0
Illegal Search,0,0,0,2
Illegal Search,1,0,2,2
Illegal Search,1,1,3,1
Illegal Search,2,0,1,2
Illegal Search,0,0,0,1
Illegal Search,0,0,0,9
Operation/Personnel Violations,1,0,2,1
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,0,0,1,1
Operation/Personnel Violations,1,0,0,2
Operation/Personnel Violations,1,0,0,1
Illegal Search,1,0,3,6
Illegal Search,1,0,0,2
Illegal Search,2,0,5,3
Illegal Search,1,0,3,4
Operation/Personnel Violations,3,0,5,0
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,1,0,1,0
Illegal Search,3,0,5,1
Operation/Personnel Violations,3,0,5,1
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,1,0,1,1
